call_number,domain,quality,n_shots,case_index,test_input,prompt,score,prompt_chars
366,text_summarization,high,1,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\n\nPassage:\n""Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.""\n\nSummary:",1.0,1113
367,text_summarization,high,1,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\n\nPassage:\n""The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.""\n\nSummary:",1.0,1052
368,text_summarization,high,1,7,"Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\n\nPassage:\n""Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.""\n\nSummary:",1.0,1057
369,text_summarization,high,1,8,Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,"You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\n\nPassage:\n""Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.""\n\nSummary:",1.0,1087
370,text_summarization,high,1,9,"The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\n\nPassage:\n""The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.""\n\nSummary:",1.0,1108
371,text_summarization,high,3,0,"The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.""\n\nSummary:",0.8833,1877
372,text_summarization,high,3,1,"Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.""\n\nSummary:",0.5208,1843
373,text_summarization,high,3,2,"The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.""\n\nSummary:",0.875,1817
374,text_summarization,high,3,3,"Quantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Quantum computing uses qubits instead of classical bits, allowing computations to occur in superposition. This enables quantum computers to solve certain problems exponentially faster than classical computers. Applications include drug discovery, cryptography, and optimization problems. IBM and Google are leading the race to achieve quantum advantage.""\n\nSummary:",1.0,1862
375,text_summarization,high,3,4,"Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Sleep is essential for physical and mental health. During sleep, the brain consolidates memories, the body repairs tissues, and the immune system strengthens. Adults need 7-9 hours of sleep per night. Chronic sleep deprivation is linked to obesity, diabetes, cardiovascular disease, and cognitive decline.""\n\nSummary:",0.9167,1814
376,text_summarization,high,3,5,"Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Climate change is causing global temperatures to rise at an unprecedented rate. The past decade has been the hottest on record, with consequences including rising sea levels, more frequent extreme weather events, and shifting ecosystems. International agreements like the Paris Accord aim to limit warming to 1.5°C above pre-industrial levels.""\n\nSummary:",1.0,1852
377,text_summarization,high,3,6,"The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""The human genome contains approximately 3 billion base pairs and around 20,000 protein-coding genes. The Human Genome Project, completed in 2003, mapped the entire genome. This has enabled advances in personalized medicine, genetic disease diagnosis, and gene therapies like CRISPR.""\n\nSummary:",1.0,1791
378,text_summarization,high,3,7,"Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Social media platforms have fundamentally changed how people communicate and consume information. While they enable global connectivity and grassroots movements, they also spread misinformation rapidly and have been linked to increased anxiety and depression, especially among teenagers.""\n\nSummary:",1.0,1796
379,text_summarization,high,3,8,Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.,"You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""Electric vehicles are becoming increasingly mainstream as battery technology improves and charging infrastructure expands. EVs produce zero direct emissions and have lower lifetime operating costs than gasoline vehicles. Governments worldwide are setting targets to phase out internal combustion engines by 2035-2040.""\n\nSummary:",1.0,1826
380,text_summarization,high,3,9,"The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\n\nPassage:\n""The microbiome refers to the trillions of microorganisms living in the human gut. These bacteria play critical roles in digestion, immune function, and even mental health through the gut-brain axis. Diet, antibiotics, and lifestyle significantly affect microbiome composition, with imbalances linked to conditions like IBS and depression.""\n\nSummary:",1.0,1847
381,text_summarization,high,5,0,"The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\nExample 4:\n  Input: Antibiotics are drugs that kill or inhibit bacteria. They have saved millions of lives since penicillin was discovered in 1928. However, overuse has led to antibiotic-resistant bacteria, a growing global health threat.\n  Output: Antibiotics, life-saving drugs since penicillin's 1928 discovery, are now threatened by widespread resistance caused by overuse, posing an escalating global public health crisis.\n\nExample 5:\n  Input: The printing press, invented by Gutenberg around 1440, made books widely available for the first time. It accelerated the spread of literacy and was central to the Renaissance and Reformation.\n  Output: Gutenberg's printing press, invented around 1440, democratized access to books, significantly boosted literacy rates, and played a pivotal role in both the Renaissance and Reformation.\n\n\nPassage:\n""The Amazon rainforest, often referred to as the lungs of the Earth, produces about 20% of the world's oxygen. It covers over 5.5 million square kilometers and is home to 10% of all species on Earth. Deforestation has accelerated in recent decades due to agriculture, logging, and infrastructure development, threatening biodiversity and contributing to climate change.""\n\nSummary:",0.8833,2715
382,text_summarization,high,5,1,"Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\nExample 4:\n  Input: Antibiotics are drugs that kill or inhibit bacteria. They have saved millions of lives since penicillin was discovered in 1928. However, overuse has led to antibiotic-resistant bacteria, a growing global health threat.\n  Output: Antibiotics, life-saving drugs since penicillin's 1928 discovery, are now threatened by widespread resistance caused by overuse, posing an escalating global public health crisis.\n\nExample 5:\n  Input: The printing press, invented by Gutenberg around 1440, made books widely available for the first time. It accelerated the spread of literacy and was central to the Renaissance and Reformation.\n  Output: Gutenberg's printing press, invented around 1440, democratized access to books, significantly boosted literacy rates, and played a pivotal role in both the Renaissance and Reformation.\n\n\nPassage:\n""Artificial intelligence has transformed industries from healthcare to finance. Machine learning models now diagnose diseases with accuracy comparable to doctors, automate stock trading, and power recommendation engines. Despite these advances, ethical concerns around bias, privacy, and job displacement remain significant challenges.""\n\nSummary:",0.5208,2681
383,text_summarization,high,5,2,"The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.","You are a professional editor skilled at distilling complex information into clear, concise summaries. Summarize the passage below.\n\nRequirements:\n- Write exactly 2-3 sentences.\n- Retain all key facts, figures, and named entities.\n- Use neutral, factual language. Avoid subjective terms.\n- Do not add information not present in the original text.\n\nExamples:\n\nExample 1:\n  Input: Coffee is one of the world's most popular beverages. It contains caffeine, which stimulates the central nervous system. Studies show moderate consumption can reduce risk of type 2 diabetes.\n  Output: Coffee, widely consumed globally, contains caffeine that stimulates the nervous system, and moderate intake has been associated with a reduced risk of type 2 diabetes.\n\nExample 2:\n  Input: The sun is a star at the center of our solar system. It provides heat and light that sustains life on Earth. Scientists estimate the sun is about 4.6 billion years old.\n  Output: The sun, a 4.6-billion-year-old star, is central to our solar system and provides the heat and light necessary to sustain life on Earth.\n\nExample 3:\n  Input: The internet transformed global communication by enabling instant information exchange. E-commerce, social media, and remote work all depend on it. Today over 5 billion people are connected online.\n  Output: The internet has fundamentally changed global communication and enabled e-commerce, social media, and remote work; over 5 billion people worldwide are now connected online.\n\nExample 4:\n  Input: Antibiotics are drugs that kill or inhibit bacteria. They have saved millions of lives since penicillin was discovered in 1928. However, overuse has led to antibiotic-resistant bacteria, a growing global health threat.\n  Output: Antibiotics, life-saving drugs since penicillin's 1928 discovery, are now threatened by widespread resistance caused by overuse, posing an escalating global public health crisis.\n\nExample 5:\n  Input: The printing press, invented by Gutenberg around 1440, made books widely available for the first time. It accelerated the spread of literacy and was central to the Renaissance and Reformation.\n  Output: Gutenberg's printing press, invented around 1440, democratized access to books, significantly boosted literacy rates, and played a pivotal role in both the Renaissance and Reformation.\n\n\nPassage:\n""The Great Wall of China stretches over 21,000 kilometers and was built over many centuries by various Chinese dynasties. Its primary purpose was military defense. Today it is a UNESCO World Heritage Site and one of the most visited tourist attractions in the world, drawing over 10 million visitors annually.""\n\nSummary:",0.875,2655
